Date,Ratings,Review,Park
Apr 2016 ,5.0,Science city of Kolkata is one of largest science city in west Bengal..here you can see many science theroy's exhibitions..best for student and science lover,Science City
Oct 2016 ,4.0,"Science City located in Kolkata is a place where u can learn a lot about science and it's usefulness.. If u r a science lover then u will definately have a great time spending at the science city.. moreover there are also a big auditorium where many cultural programs, concerts takes place.. there are also ropeways in science city which will give u a sky view of the whole area..",Science City
Jul 2016 ,5.0,"Must for those who visit kolkata. It is the place for science lovers. It may also serve as one day outing for families with good sorts of amenities.Largest science exhibit in India. Good place for kids to learn about working/theory of daily activities. It is useful especially for school & college going students where they can see the science experiment in front of them. It has different halls for different topics such as Dynamotion Hall consisting of Illusions, Fresh Water Aquarium, Powers of Ten.Live Butterfly Enclave, & Science On a Sphere. Science on the ball & time travel great. 3_D movie theatre is average.",Science City
Dec 2015 ,4.0,Good place for kids to learn about working/theory of daily activities. Most of the equipments are old & needs revamp/replacement. Science on the ball & time travel great. 3_D movie theatre is average. Other places are not having too much to explore. One thing which is missing is someone to guide & tell about the place.Everyone is on its own.,Science City
Nov 2016 ,5.0,If you are in kolkata for holidays with small children then you should visit it. It is a one time visit worth place. Not much but just enough for three-four hours of immersion. Small children will definitely enjoy it.,Science City
Nov 2016 ,5.0,I visited many time as a kid. Recently I visited in October. It's was quite remarkable. Lot of things have changed. New rides for kids. You can enjoy whole day there.,Science City
Oct 2016 ,5.0,"Located in south Calcutta beside the E.M Bypass and on the way to Park Circus. The place can be said as Science park. Your can learn a lot of thing about Science and experiment here. It cost 40 INRs to enter here, Enjoy rope way inside with some extra money. Best place to take your kids so that, they can do some small practical relating Science. It includes time machine, Mirror Magic, Science Exploration Hall, Rope Way, 3-D Vision Theater,Fresh Water Aquarium and many more.",Science City
Dec 2015 ,5.0,This place is really nice. I liked the time-travel most. plenty of simple application of science that generate the wow moment.,Science City
Nov 2016 ,4.0,"Went there with a lot of time in hand and right at the opening time. Many a counters were closed and rides did not start on time. Our little one enjoyed whatever she watched, happy about that, but personally I did not enjoy this place much. It is outside the city so you need to take Taxi to go there and again another taxi to return to metro or in your locality.",Science City
Oct 2016 ,5.0,"It is very good for children to know/see science in practical. Open area is not maintained, food out here is completely unhygienic, except for ice-cream,tea/coffee. Be-aware of street dogs roaming here n there in the open area as u start eating something they will surround u. Overall its good for spending time with family....",Science City
